cod,razao,fantasia,endereco,numero,bairro,cidade,uf,vendedores,lat,lng,precisao
1374,VIRGINIA APARECIDA FELIX PANSERI,SHOOP.FREITAS,R.SENADOR B.BRANDAO,45,CENTRO,ANDRADAS,MG,96;106;135,-22.0693412,-46.5707584,cidade
1376,SUPERMERCADO JOAO LUZIA LTDA,SM.JOAO LUZIA,R.CEL.JOAQUIM FIRMINO DA SILVA,831,CENTRO,NOVA RESENDE,MG,10;42;86;172,-21.1263862,-46.424537,cidade
1388,MERC.MARCOPAN LTDA,MARCOPAM,R.DOM PEDRO II,1176,JD.AMERICO,PIUMHI,MG,13;57;166,-20.4778301,-45.9657265,rua
1397,SAO MATHEUS SUPERMERCADO LTDA EPP,SM.S.MATHEUS,"PC.PEDRO ALCANTARA MAGALHAES, 42 A",,CENTRO,MUZAMBINHO,MG,110;112;113,-21.3688679,-46.5219236,rua
1402,OPCAO SUPERMERCADO LTDA,OPCAO SUPERMERCADO LTDA,AV.OSCAR ORNELAS,213,CENTRO,CABO VERDE,MG,110;112;113,-21.4738559,-46.3961705,rua
1404,JOAO LUIZ CODIGNOLE,JOAO LUIZ CODIGNOLE,R.IDEUFONSO BANDEIRA,268,CENTRO,BANDEIRA DO SUL,MG,6;24;120,-21.728056,-46.385555,cidade
1419,MARIA DE L.DA SILVA OLIVEIRA ME,CASA IMPERIO,R.ERASMO TRIELLI,309,VILA SAMAMBAIA,ANDRADAS,MG,96;106;135,-22.0693412,-46.5707584,cidade
1480,SUPERMERCADO TUIUTI LTDA,SUPERMERCADO TUIUTI LTDA,R.ARMANDO VIOTTI,19,CENTRO,PIUMHI,MG,13;57;166,-20.4706359,-45.9593076,rua
1481,CASA SILVA LTDA ME,CASA SILVA LTDA ME,R.JOAQUIM BEIJO,576,CENTRO,PIUMHI,MG,13;57;166,-20.4754496,-45.9615736,rua
1482,MERCADO MINEIRAO CASSIENSE LTDA,SM.MINEIRO,AV.ANTONIO LEMOS,550,PATRIMONIO,CASSIA,MG,118;173;174;175,-20.5730588,-46.9276222,rua
1490,SUPERMERCADO BANDEIRANTES GUAXUPE LTDA,SAC.BANDEIRANTE,R.AGOSTINHO BARBALHO,302,RECR.BANDEIRANTES,GUAXUPE,MG,10;42;86;172,-21.3136369,-46.7269145,rua
1492,MERCEARIA IRMAOS GENARI LTDA,MERCEARIA IRMAOS GENARI LTDA,R JOAO FRANCISCO ARANTES,60,CERRADO,ITAMOGI,MG,7;8;79;168,-21.0793213,-47.048612,cidade
1493,DOMINGOS DE SOUZA LOPES NETO,CASA N.S.GRACAS,R.COMENDADOR COELHO,56,JD.MAGNOLIA,MONTE SANTO DE MINAS,MG,7;8;79;168,-21.1933674,-46.9681801,rua
1516,ALIPIO FRANCISCO MACHADO ME,BAR DO ALIPIO,R.SEBASTIAO CORREA BENTO,1201,JD.BELA VISTA,ITAU DE MINAS,MG,118;173;174;175,-20.7496527,-46.7615432,rua
1518,SUPERMERCADO CEA LTDA ME,SM DO GILSON,R. RONDONIA,36,JD.SALUM,ALPINOPOLIS,MG,3;37;100;161,-20.8608144,-46.3957763,rua
1534,RENATA RAMOS CIPPOLINI ME,MERC.S.BENEDITO,R.PRESIDENTE KENEDY,974,CENTRO,ARCEBURGO,MG,10;42;86;172,-21.364444,-46.939722,cidade
1605,MARIA DA CONCEICAO SILVA ME,MERC.STA EDWIRGES,AV.PRES.TANCREDO NEVES,221-1999,SANTA CRUZ,GUAXUPE,MG,10;42;86;172,-21.3087615,-46.7190609,cidade
1640,SM.MERC.S.FRANCISCO DE PASSOS LTDA,SM.S.FRANCISCO,R.LEOPOLDINA,472,COIMBRAS,PASSOS,MG,12;22;45;65,-20.7029043,-46.6172011,rua
1655,SUPERMERCADO GODINHO LTDA,SUPERMERCADO GODINHO LTDA,PC.DO CRUZEIRO,3,CENTRO,SAO JOAO BATISTA DO GLORIA,MG,12;22;45;65,-20.6413912,-46.5052866,cidade
1682,PANIFICADORA MISTERPAO SOCIEDADE LTDA,PANIF.MISTERPAO,PC.NOSSA S.GRACAS,140,CENTRO,ITAU DE MINAS,MG,118;173;174;175,-20.739722,-46.752222,cidade
1718,PAN.CINELANDIA LTDA-EPP,PAN.CINELANDIA LTDA-EPP,R.DOS BRANDOES,398,CENTRO,PASSOS,MG,12;22;45;65,-20.7246973,-46.6070966,rua
1724,ACOUGUE MORAIS E JARDIM LTDA,ACOUG.MORAES,AV.TOGNI,1960,JD SANTA HELENA,POCOS DE CALDAS,MG,6;24;120,-21.7802151,-46.5968421,rua
1725,BIG PAO EIRELI,BIG PAO II,R.ASSIS FIGUEIREDO,1446,CENTRO,POCOS DE CALDAS,MG,125,-21.7876611,-46.5661327,rua
1727,ADALTON CAPRONI OLIVEIRA,MERC.OLIVEIRA,R.GLAUBER ROCHA,72,ESTANCIA S.JOSE,POCOS DE CALDAS,MG,6;24;120,-21.7998098,-46.5210785,rua
1735,SANTA CLARA MERCADO E ARMAZEM LTDA,SANTA CLARA MERCADO,AV.ANTONIO LEMOS,465,PATRIMONIO,CASSIA,MG,118;173;174;175,-20.5730588,-46.9276222,rua
1738,NEUZA DE FATIMA AMORIM OLIVIEIRA,PAN.PALACIO PAO,R.JOSE MARTINS LINS,471,JD.BELA VISTA,ITAU DE MINAS,MG,118;173;174;175,-20.7489268,-46.7612478,rua
1745,HEVERTON ANTONIO SALOMAO,SKINA DO FRANGO/SM DUTOM,AV.FREI FLORENTINO,39,CENTRO,MUZAMBINHO,MG,110;112;113,-21.3786256,-46.5265334,rua
1752,MERCADO ADEMAR VIEIRA & FILHOS LTDA,MERCADO BOAS NOVAS,RUA AMADEU FALBO,370,JARDIM BOAS NOVAS,MONTE SANTO DE MINAS,MG,7;8;79;168,-21.186271,-46.9713446,rua
1759,ANISIO RAMOS DA SILVA ME,MERCEARIA DO ANISIO,R.JOAQUIM F.TERRA,436,CRUZEIRO,ALTEROSA,MG,3;37;100;161,-21.249166,-46.143055,cidade
1760,GERALDO VILELA DAMASCENO ME,MERC.S.GERALD,R.12 DE OUTUBRO,248,CENTRO,ILICINEA,MG,3;37;100;161,-20.9358694,-45.8283111,rua
1774,MARCIO CARLOS DUTRA,MARCIO CARLOS DUTRA ME,R.ABILIO NARCISO PEREIRA,635,NOVA APARECIDA,POCOS DE CALDAS,MG,4;5;75;171,-21.7900318,-46.5647928,cidade
1786,PAN.VENTANIA LTDA,PAN.VENTANIA LTDA,RUA JOAO SILVA,360,CENTRO,NOVA RESENDE,MG,10;42;86;172,-21.1170382,-46.4159901,rua
1851,LEILA MARA MAGALHAES OLIVEIRA EPP,SM.DUNANIA,R.JOAO SILVA,149,CENTRO,NOVA RESENDE,MG,10;42;86;119;172,-21.1170382,-46.4159901,rua
1900,J.S.REZENDE & CIA LTDA ME,MARGIL,AV.DOS EXPEDICIONARIOS,392,CENTRO,PASSOS,MG,12;22;45;65,-20.7264648,-46.5861342,rua
1932,PAN.URBANO LTDA,PAN.URBANO LTDA,R.CEL VIRGILIO SILVA,1750,VILA NOVA,POCOS DE CALDAS,MG,6;24;120,-21.7865589,-46.5479659,rua
1960,NISSIN FOODS DO BRASIL LTDA,NISSIN FOODS DO BRASIL LTDA,RODOVIA BUNJIRO NAKAO  KM 57,S/N,VOTORANTIM,IBIUNA,SP,1,-23.6571245,-47.0815996,rua
1961,SUPERMERCADO OZELIM FILHOS LTDA,SUPERMERCADO DADA,AVENIDA ANGELO CALAFIORI,800,MOCOQUINHA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9180709,-46.9845922,rua
1962,PAULO CESAR AP.CINTRA E CIA,MERC.ARCO IRIS,RUA LEONARDO VICENTE BORGES,176,JD.OURO VERDE,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9124331,-46.9823296,cidade
1972,SUPERMERCADO TRES IRMAS LTDA ME,SM.VILA RICA,R.CEL.JOAO EVANG.DOS ANJOS,800,CENTRO,MONTE BELO,MG,110;112;113;119,-21.3225052,-46.3649768,cidade
1974,CHURR.GAUCHA MUZAMBAO LTDA ME,CHURR.MUZAMBAO,"ROD.BR 146 - ROD BR 491, KM 108",,CENTRO,MUZAMBINHO,MG,110;112;113,-21.3684325,-46.522317,cidade
2081,TONIN & TONIN LANCHONETE LTDA ME,TONIN & TONIN LANCHONETE LTDA,PC.CONEGO TOMAZ,75,CENTRO,SAO TOMAS DE AQUINO,MG,7;8;79;168,-20.7844139,-47.097717,cidade
2155,JOAO CARLOS DE CARVALHO,SM.BARATEIRO,RUA JOAO BOTELHO MUNIZ,210,CENTRO,BANDEIRA DO SUL,MG,6;24;120,-21.7287015,-46.3850215,rua
2169,MINI MERCADO SILVA E AVILA LTDA,SM.2 IRMAOS,R.TRAVESSA LEMOS,190,CENTRO,PRATAPOLIS,MG,118;173;174;175,-20.7444262,-46.8607973,cidade
2231,PEDRO CANDIDO DE SOUZA,PEDRO CANDIDO DE SOUZA,R.BONIFACIO A.DA COSTA,203,CENTRO,FORTALEZA DE MINAS,MG,12;22;45;65,-20.849166,-46.712222,cidade
2235,SUPERMERCADO SAO SEBASTIAO LTDA ME,EMP.S.SEBASTIAO,R.CAMPOS DO AMARAL,334,CENTRO,SAO TOMAS DE AQUINO,MG,7;8;79;168,-20.7833682,-47.0963387,rua
2303,MERC.WASHINGTON LTDA,MERC.WASHINGTON,AV.FRANCISCO MACHADO,186,PINDAIBAS,PIUMHI,MG,13;57;166,-20.4627078,-45.9673862,rua
2332,JOSE SEBASTIAO RODRIGUES,MERC.RESENDE,RUA MODESTO CALDEIRA,510,CENTRO,PIUMHI,MG,13;57;166,-20.4665835,-45.9660018,rua
2839,LUGIL LTDA,SM.ELDORADO,PC.MONSENHOR E.CAVICHIOLI,32,CENTRO,ITAU DE MINAS,MG,118;173;174;175,-20.739722,-46.752222,cidade
2841,VITOR VOLPE,VITOR VOLPE,R.CAETANO LEME CEKATO,69,SANTA ROSALIA,POCOS DE CALDAS,MG,6;24;120,-21.7900318,-46.5647928,cidade
3354,PAN.REAL DE GUAXUPE LTDA LJ2,PAN.REAL DE GUAXUPE LTDA,R.DOM.ASSIS,41,CENTRO,GUAXUPE,MG,10;42;86;172,-21.3087615,-46.7190609,cidade
3416,CONF.SANTA PAULA LTDA,CONF.SANTA PAULA LTDA,AV.WENCESLAU BRAZ,615,MOCOQUINHA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9243092,-46.9807276,rua
3422,EDSON OLIVIA OLIVEIRA & CIA LTDA,EDSON,R.ALUMINITA,170,JD.KENNEDY,POCOS DE CALDAS,MG,6;24;120,-21.8478937,-46.5763767,rua
3626,PAN.CENTER PAN LTDA ME,PAN.CENTER PAN LTDA ME,R.DR.ANTENOR DAMINI,72,STA ROSALIA,POCOS DE CALDAS,MG,6;24;120,-21.7841558,-46.5447959,rua
4391,LUCIANA APARECIDA DE JESUS MARTINS LIMA,PANIFICADORA LIMA,R.TOMAZ NOVELINO,206,CENTRO,DELFINOPOLIS,MG,118;173;174;175,-20.3463958,-46.8487604,rua
5104,MARIA JOSE SILVINO PECANHA,MERC.HORTI FRUT,RUA JOAQUIM ALVES,196,CENTRO,CAMPESTRE,MG,6;24;120,-21.7043183,-46.2557361,rua
5117,VERA LUCIA DE PIZA SILVA,SM.POEIRAO,R.PROF.ALDERICO P.AGUIAR,260,CENTRO,JURUAIA,MG,110;112;113,-21.252778,-46.577223,cidade
5177,SEBASTIAO CARLOS DE SOUZA,MERC.STA RITA,R.CONCEICAO,253,SANTA RITA,MONTE BELO,MG,110;112;113,-21.3225052,-46.3649768,cidade
5771,VAREJAO IRMAOS FERNANDES LTDA,VAREJAO IRMAOS FERNANDES LTDA,PC.SAO JOAO BATISTA,618,CENTRO,ITAMOGI,MG,7;8;79;168,-21.0781813,-47.0480477,rua
5864,SM.REAL DE PASSOS LTDA,SM.REAL DE PASSOS LTDA,R.MATO GROSSO,863,STA.LUZIA,PASSOS,MG,12;22;45;65,-20.7090541,-46.6018711,rua
5928,ATAC.DOS DOCES FRANCO & FRANCO LTDA,ATAC.DOS DOCES FRANCO & FRANCO,AV.FRANCISCO SALLES,246,CENTRO,POCOS DE CALDAS,MG,125,-21.7848036,-46.5706117,rua
5929,DAMAP COMERCIO VAREJISTA E ATACA DE ALIMENTOS EPP,DAMAP,R.MARECHAL DEODORO,510,CENTRO,POCOS DE CALDAS,MG,4;5;75;171,-21.7858509,-46.5661483,rua
6133,RODRIGO DA SILVA MARTINS,SM.VITORIA,R.JOSE MAMUD ASSAN,295,JD.SAO JORGE,POCOS DE CALDAS,MG,4;5;75;171,-21.7796431,-46.5922227,rua
6160,EDER DE OLIVEIRA MAGALHAES,MER/CASA CARNE OLIVEIRA,AV.FRANCISCO B.DA COSTA,550,BREJO ALEGRE,MUZAMBINHO,MG,110;112;113,-21.3684325,-46.522317,cidade
6617,FROILAN & CALDAS LTDA EPP,SM.CALDAS,AV.SENADOR BUENO BRANDAO,15,VILA CAMARGO,ANDRADAS,MG,96;106;135,-22.0774124,-46.5759019,rua
6712,ALEXANDRE DA SILVA E CIA LTDA ME,MERC.SILVA,R.DR.JORGE FONTANA,582,S.JUDAS TADEU,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9124331,-46.9823296,cidade
6746,SONIA MARIA DA SILVA TOME,SM.SILVA E SILVA,R.JOAQUIM FIRMINO DA SILVA,8,CENTRO,NOVA RESENDE,MG,10;42;86;172,-21.1263862,-46.424537,cidade
6787,PAES E DOCES BANDEIRANTES LTDA,PAES E DOCES BANDEIRANTES LTDA,R.AGOSTINHO BARBALHO,246,RECREIO BANDEIRANTES,GUAXUPE,MG,10;42;86;172,-21.3151687,-46.7264355,rua
6802,DISTR. PROD. ALIMENTICIOS PAZOTTI LTDA,PAZOTTI SP,AV.GERALDO MARRA,780,DIST.INDUSTRIAL II,MOCOCA,SP,1,-21.4712208,-47.0314003,rua
6823,IRMAOS LIMA LTDA,SM.LIMA,AVENIDA JOSE EVARISTO SANTANA,300,SANTO ANTONIO,CARMO DO RIO CLARO,MG,3;37;100;161,-20.9712116,-46.1275538,rua
6824,MINI MERCADO IRMAOS SILVEIRA LTDA,MINI MERCADO IRMAOS SILVEIRA L,AV.GOIANIA,161,CENTRO,BOM JESUS DA PENHA,MG,10;42;86;172,-21.0196733,-46.5183457,rua
6874,PAULO J. DAHER E CIA LTDA,COMERCIAL STA MONICA OU COSAMO,R.CAPITOLIO,777,MUARAMA,PASSOS,MG,12;22;45;65,-20.7334812,-46.6136635,rua
7256,MERCADO 5 ESTRELAS LTDA E.P.P,MERCADO 5 ESTRELAS LTDA E.P.P,AV.MONSENHOR MANCINI,805,VILA DALVA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;119;168,-20.9178743,-46.9851361,rua
7355,REIS E NANINI SUPERMERCADO LTDA,PEG PAG ELDORADO,RUA JUVENCIO PRAXEDES ARAUJO,335,JD.ELDORADO,BOTELHOS,MG,6;24;120,-21.6415562,-46.3911695,rua
7368,PADARIA E LANCHONETE PAO BIG,PAD.LANCH.PAO BIG LTDA EPP,R.MARECHAL DEODORO,225,CENTRO,POCOS DE CALDAS,MG,125,-21.7858509,-46.5661483,rua
7370,DORA LUCIA DOS REIS - ME,PANIF.VILA CRUZ,R.NICO DUARTE,154,JD GINASIO,POCOS DE CALDAS,MG,6;24;120,-21.784028,-46.5855134,rua
7504,PANIFICADORA RANZANI LTDA ME,3 IRMAOS,R.CAPITAO CIRILO,393,ALTO ALEGRE,ANDRADAS,MG,96;106;135,-22.0681867,-46.5687622,rua
7509,MAEDA & AZEVEDO LTDA,MAEDA & AZEVEDO LTDA,AV.ANTONIO CARLOS,118,CASCATINHA,POCOS DE CALDAS,MG,6;24;120,-21.7936883,-46.5588914,rua
7622,CASA NAPOLI LTDA,CASA NAPOLI,AV.FRANCISCO SALLES,196,CENTRO,POCOS DE CALDAS,MG,4;5;75;171,-21.7848036,-46.5706117,rua
7633,DOCE FESTA REIS & ALVES LTDA EPP,DOCE FESTA,R.SANTA CATARINA,22,CENTRO,POCOS DE CALDAS,MG,4;5;75;171,-21.7930015,-46.5647331,rua
7702,SUPERMERCADO ERIKA LTDA ME,J.E.ATACADO,R.JOSE BRAZ NAVES,75,STA TEREZA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9124331,-46.9823296,cidade
7727,FLAVIO BELLOTO,CC.BELOTTO,AV.PREF.ANT.GONCALVES,258,7 DE SETEMBRO,ANDRADAS,MG,96;106;135,-22.0693412,-46.5707584,cidade
7728,ADELIA MIZUKA KASAHARA OLIVEIRA,SM.MINEIRAO,R.ILDEFONSO VENTURA DE CARVALHO,221,CENTRO,TURVOLANDIA,MG,15;30;64;99,-21.8777834,-45.7882681,rua
7738,BARSNELLI LTDA,SOBRADINHP SOM 2,R.CEL.OLIVEIRA,415,CENTRO,ANDRADAS,MG,96;106;135,-22.0737622,-46.5763977,rua
7786,SUPERMERCADO JF OLIVEIRA EIRELI - ME,SUPERMERCADO JF OLIVEIRA EIREL,AV.MARGINAL,63,JD.ALTO SUMARE,GUAPE,MG,3;37;100;161,-20.7739063,-45.9108878,rua
7836,MARIA APARECIDA DA PAZ GARCIA,PANIF.PAO GOSTOSO,R.DR.PEDRO PAULINO DA COSTA,245,CENTRO,MONTE SANTO DE MINAS,MG,7;8;79;168,-21.1908631,-46.9783884,rua
7849,PANIFICADORA ZEPRIMO LTDA,PANIFICADORA ZEPRIMO LTDA,R.MAJOR JOAO GONCALVES,31,CENTRO,ALPINOPOLIS,MG,3;37;100;161,-20.8623129,-46.3892434,rua
7851,BAR E LANCHONETE IRMAOS ARAUJO I LTDA - ME,BAR E LANCHONETE IRMAOS A,AV.SAUDADE,311,SAO BENEDITO,ALPINOPOLIS,MG,3;37;100;161,-20.8567956,-46.388344,rua
7915,ROBERTO GALDINO DE ALMEIDA,PANIF.ROMA,AV.AVELINO SOARES DE REZENDE,85,CENTRO,SAO JOAO BATISTA DO GLORIA,MG,12;22;45;65,-20.6413912,-46.5052866,cidade
8006,CHOPANI CHOPERIA LTDA,CHOPANI CHOPERIA LTDA,AV.ANGELO CALAFIORI,420,CENTRO,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9221833,-46.9862873,rua
8028,PADARIA SANTA TEREZINHA LTDA,PADARIA SANTA TEREZINHA LTDA,R.DOS BRANDOES,93,CENTRO,PASSOS,MG,12;22;45;65,-20.7273288,-46.6062593,rua
8030,PADARIA ALVORADA PASSOS LTDA,PADARIA ALVORADA,R DEPUTADO LOURENCO DE ANDRADE,714,CENTRO,PASSOS,MG,12;22;45;65,-20.7173227,-46.6098529,rua
8060,LUIZ PEDRO GONCALVES GREGHI,MERC/PAD.SURPRESA,RUA BALBINO SOARES,470,CENTRO,ARCEBURGO,MG,10;42;86;172,-21.36351,-46.9401266,rua
8130,JOSE EDUARDO DE ALMEIDA,PÃO DE OURO,AVE FRANCISCO WENCESLAU DOS ANJOS,192,CENTRO,MONTE BELO,MG,110;112;113,-21.3225052,-46.3649768,cidade
8132,JAIME MENDES DA SILVA,JAIME MENDES DA SILVA,RUA MAESTRO NICANOR VIEIRA,141,CENTRO,AREADO,MG,3;37;100;161,-21.360527,-46.1434976,rua
8134,RIVAEL DOS REIS DE AVILA,M.MERC.POPULAR,R.OLIMPIO BATISTA DOS SANTOS,32,CENTRO,AREADO,MG,3;37;100;161,-21.3598764,-46.1499622,rua
8141,DROGARIA SAO CAETANO LTDA,DROG.SAO CAETANO LTDA,RUA MAJOR JOAQUIM BERNARDES,448,NOSSA SRA APARECIDA,POCOS DE CALDAS,MG,125;910,-21.7882154,-46.5552446,rua
8154,SO ALEGRIA PRESENTES LTDA,SO ALEGRIA PRESENTES LTDA,R.ASSIS FIGUEIREDO,1403,CENTRO,POCOS DE CALDAS,MG,125,-21.7823471,-46.565265,rua
8163,CASA DE CARNES E FRIOS POPULAR LTDA,CASA DE CARNES E FRIOS POPULAR,RUA VARGINHA,190,LAGOA DE TRAZ,PIUMHI,MG,13;57;166,-20.4709327,-45.969513,rua
8164,GISLAINE AP.SILVA CHAVES,GISLAINE AP.SILVA CHAVES,RUA BENEDITO VALADARES,174,CENTRO,PIUMHI,MG,13;57;166,-20.4692754,-45.9609784,rua
8184,BORGES E MARCAL LTDA,BORGES E MARCAL LTDA,AV.VITAL PAULINO COSTA,954,CENTRO,MONTE SANTO DE MINAS,MG,7;8;79;168,-21.1908249,-46.9667191,rua
8189,SALOMAO & GUIMARAES LTDA,P.QUENTE,PC.22 DE FEVEREIRO,109,CENTRO,ANDRADAS,MG,96;106;135,-22.0714895,-46.5733006,rua
8199,MARCELO FIAMENGHI COLHADO,MARCELO FIAMENGHI COLHADO,R.CEARA,303,CENTRO,POCOS DE CALDAS,MG,125,-21.7822598,-46.5664423,rua
8202,SORV.LANCH.ICE POP LTDA ME,SORV.LANCH.ICE POP LTDA ME,R.CEARA,143,CENTRO,POCOS DE CALDAS,MG,125,-21.7822598,-46.5664423,rua
8224,DISSUL COMERCIO E DISTRIBUICAO LTDA,DISSUL,PCA CEL.JOSE CAETANO MACHADO,11,CENTRO,PASSOS,MG,12;22;45;65,-20.7167803,-46.6156864,cidade
8278,PALITUS SORVETES LTDA,PALITUS SORVETES LTDA,R.JOAQUIM PIANTINO,111,SAO BENEDITO,PASSOS,MG,12;22;45;65,-20.7206051,-46.6006017,rua
8293,SM.XAVIER LTDA,SM.XAVIER LTDA,R.GUANABARA,534,SAO SEBASTIAO,BOTELHOS,MG,6;24;120,-21.6419982,-46.394301,rua
8311,MARCOS DONIZETE SANTELLO,PANIF.STO REIS,AV.COR. ANTONIO P.DA COSTA,779,CENTRO,MONTE SANTO DE MINAS,MG,7;8;79;168,-21.189722,-46.98,cidade
8350,LOURDES DE PAULA NOGUEIRA,MERC.LURDINHA,R.ANTONIO ROSA,346,ROSARIO,AREADO,MG,3;37;100;161,-21.3630806,-46.1341318,rua
8351,SM.LANCH.LACERDA LTDA,SM.LANCH.LACERDA LTDA,AV.JUSCELINO KUBISTCHEK,263,ROSARIO,AREADO,MG,3;37;100;161,-21.3582771,-46.1476688,cidade
8353,PAD.CONF.MERC.PROGRESSO LTDA,PANIF.PROGRESSO,R.CEL.JOSE V.BARRETO JR,925,CENTRO,ARCEBURGO,MG,10;42;86;172,-21.364444,-46.939722,cidade
8372,ELIZETE C DE SOUZA E CIA LTDA ME,COM.BELISQUINHO,R FRANCISCO SEMENZE,685,JARDIM IPANEMA,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9225703,-46.9685559,rua
8469,BAR RODOVIARIO LTDA ME,BAR RODOVIARIO LTDA ME,R ARLINDO DE FIGUEIREDO,1001,S.FRANCISCO,PASSOS,MG,12;22;45;65,-20.7167803,-46.6156864,cidade
8481,PEG PAG SAO JOSE LTDA,PEG PAG SAO JOSE LTDA,R.ANTONIO DE CASTRO SOUZA,185,CAMPOS ELISEOS,POCOS DE CALDAS,MG,6;24;120,-21.7987333,-46.5060507,rua
8509,LUCIA HELENA LARA ME,MERC.TRIANGULO,AV.ANTONIO LEMOS,755,PATRIMONIO,CASSIA,MG,118;173;174;175,-20.5730588,-46.9276222,rua
8511,CASSIA LANCHES LTDA,LANCH.SUKAO,PC.BARAO DE CAMBUI,78,CENTRO,CASSIA,MG,118;173;174;175,-20.5840881,-46.9215204,rua
8518,QUICK LANCHES EIRELI,JAIRO BATISTA DE OLIVEIRA,"R.SANTA CASA , 145 A",,SANTA CASA,PASSOS,MG,12;22;45;65,-20.7140542,-46.6137276,rua
8560,DROGARIA MARCAL FILHO E LIMA LTDA EPP,DROGARIA MARCAL FILHO E LIMA L,R.ANTENOR CARVALHAES,260,CENTRO,MONTE SANTO DE MINAS,MG,7;8;79;168,-21.1909954,-46.9753621,rua
8566,COM.DA FAZENDA LTDA EPP,PAO FAZENDA,AV.DR.AMERICO LUZ,128,CENTRO,MUZAMBINHO,MG,110;112;113,-21.375044,-46.5246664,rua
8587,BAR E RESTAURANTE CENTENARIO LTDA,REST.CENTENARIO,"ROD.MG 50 KM 266,5",S/N,CRUZEIRO,PIUMHI,MG,13;57;166,-20.4675258,-45.9576125,cidade
8590,FRANCO E FRANCO CIA LTDA,PAD.UNIAO,R.DR.AFONSO ARAUJO,169,CENTRO,BANDEIRA DO SUL,MG,6;24;120,-21.7333633,-46.3899805,rua
8599,ANTONIO CESAR DE ALMEIDA,PAO E CIA,R.AFONSO PENA,312,CENTRO,GUARANESIA,MG,10;42;86;172,-21.3013339,-46.8002048,rua
8692,MERCEARIA CELI SOARES FERREIRA LTDA,MERCEARIA DO CASCATA,AVE FRANCA,61,PATRIMONIO,CASSIA,MG,118;173;174;175,-20.5837538,-46.9219923,cidade
8738,ALVARO A.DA SILVA E CIA LTDA,BAR DO ALVINHO,R.DIVISA NOVA,195,ROSARIO,AREADO,MG,3;37;100;161,-21.3620192,-46.1360405,rua
8740,SUPERMERCADO IRMAOS TOMAZ LTDA,SUPERMERCADO IRMAOS TOMAZ LTDA,R.BRASILIA,127,CENTRO,AREADO,MG,3;37;100;161,-21.3565884,-46.1504588,rua
8741,SM.LIMA LTDA,SM.LIMA LTDA,RUA BRASILIA,201,CENTRO,AREADO,MG,3;37;100;126;161,-21.359034,-46.1486109,rua
8742,LUCIMAR DE OLIVEIRA,MERC.OLIVEIRA,AV.GETULIO VARGAS,47,CENTRO,AREADO,MG,3;37;100;161,-21.3582771,-46.1476688,cidade
8744,CARLOS JOSE ALVIM,ACOUG/MERC.S.VICENTE,R.ISAIAS ALVES FERREIRA,640,SAO VICENTE,AREADO,MG,3;37;100;161,-21.355128,-46.147005,rua
8782,SUPERMERCADO OLIVEIRA & FRANCO LTDA - EPP,SUPERMERCADO OLIVEIRA & FRANCO,R.JOAQUIM ALVES,320,COLINAS,CAMPESTRE,MG,6;24;120,-21.7043183,-46.2557361,rua
8785,REGINA DE SOUZA LOPES CRIVELARI ME,REGINA DE SOUZA LOPES CRIVELAR,R.CARDEAL CARMELO,284,CENTRO,GUARANESIA,MG,10;42;86;172,-21.3050457,-46.7895842,rua
8789,CASA DE CARNES TRES IRMAOS LTDA,3 IRMAOS,PC.22 DE FEVEREIRO,45,CENTRO,ANDRADAS,MG,96;106;135,-22.0714895,-46.5733006,rua
8835,LANCHONETE YING E XIULIAN LTDA,LANCHONETE YING E XIULIAN LTDA,PC.COMENDADOR JOSE HONORIO,100/SL01,CENTRO,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9124331,-46.9823296,cidade
8838,ADENILSON JOSE DE OLIVEIRA,ADENILSON JOSE DE OLIVEIRA,RUA OSWALDO CRUZ,301,JARDIM CASCATINHA,POCOS DE CALDAS,MG,4;5;75;171,-21.7915725,-46.5590353,rua
8869,UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO,HOSP.SAO JOSE,AVENIDA DOUTOR BRENO SOARES MAIA,236,BELO HORIZONTE,PASSOS,MG,45;901,-20.741257,-46.6007404,rua
8970,CANTINA 2 R LTDA,2 R,R.PIMENTA DE PADUA,521,CENTRO,SAO SEBASTIAO DO PARAISO,MG,7;8;79;168,-20.9138081,-46.9996326,rua
8981,IVAIR DIAS,IVAIR DIAS,PC.BARAO DE CAMBUI,8,CENTRO,CASSIA,MG,118;173;174;175,-20.5840881,-46.9215204,rua
9211,ACOUGUE ACCORINTE LIMITADA,ACOUGUE ACCORINTE LIMITADA,AVENIDA OTTO KRAKAUER,972,SANTA CASA,PASSOS,MG,12;22;45;65,-20.7126238,-46.6113954,rua
9274,BAR REST.UNIAO LTDA,UNIAO,R.CEL OLIVEIRA,58,CENTRO,ANDRADAS,MG,96;106;135,-22.0737622,-46.5763977,rua
